Žurnāls: ppo_trader_Realistic Mode, OP - 0.0001 (Overtrade)_XRP.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.0001 (Overtrade)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,455 sveces  |  2019-01-05 05:00:00 → 2026-05-13 04:50:00
Izmantojam     : 331,053 sveces  |  2023-03-20 15:45:00 → 2026-05-13 04:50:00
Apmācība (~2g) : 0..220,702  (2023-03-20 15:45:00 → 2025-04-25 00:55:00)
Tests  (~1g)   : 220,702..331,053  (2025-04-25 01:00:00 → 2026-05-13 04:50:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.0001  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.0001
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
     6,144    12    -0.00144  +0.0002  0.0047  1.312↑    0.0%  -0.799  2.95e-04  30.1%/29.1%/25.0%/15.8%
     6,656    13    -0.00133  -0.0003  0.0043  1.316↑    0.0%  -0.319  2.94e-04  24.2%/29.1%/27.9%/18.8%
     7,168    14    -0.00133  -0.0010  0.0050  1.310↑    0.0%  -2.890  2.93e-04  25.0%/26.0%/30.3%/18.8%
     7,680    15    -0.00130  -0.0001  0.0042  1.299↑    0.0%  -0.550  2.92e-04  28.3%/25.8%/27.5%/18.4%
     8,192    16    -0.00135  -0.0002  0.0042  1.294↑    0.0%  -1.448  2.91e-04  29.3%/25.8%/25.6%/19.3%
     8,704    17    -0.00139  -0.0002  0.0035  1.297→    0.0%  +0.375  2.90e-04  30.5%/24.8%/26.2%/18.6%
     9,216    18    -0.00146  -0.0001  0.0033  1.301→    0.0%  +0.622  2.89e-04  28.9%/30.1%/22.9%/18.2%
     9,728    19    -0.00151  -0.0002  0.0041  1.309→    0.0%  +0.436  2.88e-04  25.4%/26.0%/31.2%/17.4%
    10,240    20    -0.00160  -0.0001  0.0032  1.307→    0.0%  +0.232  2.86e-04  25.6%/27.7%/29.3%/17.4%
    10,752    21    -0.00163  -0.0013  0.0034  1.300↑    0.0%  -0.600  2.85e-04  27.7%/25.8%/27.9%/18.6%
    11,264    22    -0.00169  -0.0006  0.0030  1.296→    0.0%  -0.358  2.84e-04  25.0%/30.3%/25.0%/19.7%
    11,776    23    -0.00184  -0.0005  0.0047  1.293→    0.0%  -0.940  2.82e-04  30.5%/25.4%/26.0%/18.2%
    12,288    24    -0.00185  -0.0005  0.0033  1.311→    0.0%  -0.393  2.81e-04  27.9%/30.1%/24.4%/17.6%
    12,800    25    -0.00190  -0.0013  0.0040  1.290→    0.0%  -0.408  2.79e-04  29.5%/27.5%/23.8%/19.1%
    13,312    26    -0.00191  -0.0007  0.0032  1.313→    0.0%  +0.068  2.77e-04  26.8%/29.7%/27.0%/16.6%
    13,824    27    -0.00190  -0.0000  0.0023  1.305→    0.0%  -0.177  2.75e-04  28.9%/27.7%/27.1%/16.2%
    14,336    28    -0.00187  -0.0009  0.0024  1.303→    0.0%  -0.408  2.74e-04  29.7%/25.2%/27.0%/18.2%
    14,848    29    -0.00181  -0.0007  0.0022  1.303→    0.0%  +0.181  2.72e-04  25.4%/28.1%/26.8%/19.7%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP\ckpt_step0014848.pth  [20% apmācības]
    15,360    30    -0.00183  -0.0022  0.0022  1.297→    0.0%  -0.715  2.70e-04  28.9%/24.4%/27.9%/18.8%
    15,872    31    -0.00187  -0.0014  0.0026  1.291→    0.0%  -0.237  2.68e-04  28.3%/24.8%/28.9%/18.0%
    16,384    32    -0.00188  +0.0005  0.0021  1.268→    0.0%  +0.261  2.66e-04  35.2%/22.1%/23.2%/19.5%
    16,896    33    -0.00175  -0.0002  0.0027  1.301→    0.0%  +0.368  2.64e-04  28.9%/28.7%/24.6%/17.8%
    17,408    34    -0.00187  -0.0016  0.0036  1.294→    0.0%  -1.041  2.62e-04  30.9%/27.9%/24.6%/16.6%
    17,920    35    -0.00178  -0.0009  0.0030  1.295→    0.0%  -0.136  2.60e-04  26.8%/31.4%/23.6%/18.2%
    18,432    36    -0.00177  -0.0025  0.0027  1.279↓    0.0%  -0.016  2.57e-04  32.2%/24.6%/25.2%/18.0%
    18,944    37    -0.00178  -0.0010  0.0018  1.279↓    0.0%  +0.316  2.55e-04  28.3%/29.1%/23.0%/19.5%
    19,456    38    -0.00179  -0.0018  0.0017  1.282↓    0.0%  -1.597  2.53e-04  30.3%/27.7%/23.0%/18.9%
    19,968    39    -0.00176  -0.0002  0.0017  1.266↓    0.0%  -3.004  2.50e-04  33.6%/26.2%/22.3%/18.0%
    20,480    40    -0.00170  -0.0013  0.0013  1.290↓    0.0%  -1.507  2.48e-04  23.0%/30.1%/28.5%/18.4%
    20,992    41    -0.00168  -0.0016  0.0013  1.283↓    0.0%  -0.267  2.45e-04  31.1%/27.7%/23.6%/17.6%
    21,504    42    -0.00164  -0.0012  0.0016  1.287↓    0.0%  -2.193  2.43e-04  28.3%/31.2%/23.8%/16.6%
    22,016    43    -0.00165  -0.0014  0.0017  1.277↓    0.0%  -0.192  2.40e-04  34.0%/23.8%/24.4%/17.8%
    22,528    44    -0.00149  -0.0022  0.0015  1.286↓    0.0%  -0.310  2.38e-04  27.0%/33.2%/21.5%/18.4%
    23,040    45    -0.00153  +0.0005  0.0013  1.272↓    0.0%  -0.723  2.35e-04  30.5%/24.8%/26.6%/18.2%
    23,552    46    -0.00143  -0.0004  0.0011  1.287↓    0.0%  -1.831  2.33e-04  30.7%/26.4%/27.1%/15.8%
    24,064    47    -0.00144  -0.0000  0.0014  1.290↓    0.0%  -0.081  2.30e-04  28.9%/25.2%/28.7%/17.2%
    24,576    48    -0.00144  -0.0002  0.0013  1.281↓    0.0%  -0.955  2.27e-04  35.5%/27.1%/20.7%/16.6%
    25,088    49    -0.00146  -0.0012  0.0015  1.296↓    0.0%  +0.052  2.24e-04  27.5%/26.2%/28.5%/17.8%
    25,600    50    -0.00150  -0.0007  0.0016  1.288↓    0.0%  -1.113  2.22e-04  30.7%/23.8%/26.8%/18.8%
    26,112    51    -0.00160  +0.0005  0.0019  1.297↓    0.0%  +0.053  2.19e-04  29.9%/27.1%/26.2%/16.8%
    26,624    52    -0.00156  +0.0001  0.0017  1.293↓    0.0%  -0.287  2.16e-04  32.6%/27.7%/23.2%/16.4%
    27,136    53    -0.00164  +0.0004  0.0020  1.300↓    0.0%  -0.058  2.13e-04  28.7%/25.8%/28.9%/16.6%
    27,648    54    -0.00177  -0.0009  0.0017  1.287↓    0.0%  -0.669  2.10e-04  28.5%/26.4%/26.4%/18.8%
    28,160    55    -0.00176  -0.0020  0.0013  1.270↓    0.0%  +0.316  2.07e-04  32.8%/25.2%/24.4%/17.6%
    28,672    56    -0.00181  -0.0013  0.0014  1.286↓    0.0%  +0.048  2.04e-04  27.3%/23.2%/30.5%/18.9%
    29,184    57    -0.00176  +0.0004  0.0009  1.274↓    0.0%  -0.539  2.01e-04  33.6%/27.9%/21.5%/17.0%
    29,696    58    -0.00181  +0.0006  0.0016  1.276↓    0.0%  -0.154  1.98e-04  26.8%/21.5%/32.0%/19.7%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP\ckpt_step0029696.pth  [40% apmācības]
    30,208    59    -0.00182  -0.0007  0.0015  1.276↓    0.0%  +0.414  1.95e-04  29.7%/30.1%/22.3%/18.0%
    30,720    60    -0.00186  -0.0004  0.0019  1.286↓    0.0%  +0.313  1.92e-04  25.0%/27.5%/28.9%/18.6%
    31,232    61    -0.00183  -0.0015  0.0018  1.281↓    0.0%  -0.173  1.89e-04  34.6%/24.2%/24.6%/16.6%
    31,744    62    -0.00185  -0.0010  0.0013  1.285↓    0.0%  +0.636  1.86e-04  33.8%/26.0%/23.4%/16.8%
    32,256    63    -0.00182  +0.0006  0.0014  1.282↓    0.0%  +0.249  1.82e-04  32.8%/24.2%/26.0%/17.0%
    32,768    64    -0.00173  -0.0006  0.0015  1.282↓    0.0%  -0.132  1.79e-04  30.3%/29.1%/22.5%/18.2%
    33,280    65    -0.00175  -0.0006  0.0013  1.288↓    0.0%  +0.085  1.76e-04  33.2%/23.8%/27.3%/15.6%
    33,792    66    -0.00170  -0.0006  0.0013  1.277↓    0.0%  -0.307  1.73e-04  32.8%/32.8%/18.2%/16.2%
    34,304    67    -0.00170  -0.0000  0.0012  1.286↓    0.0%  +0.084  1.70e-04  31.8%/22.5%/27.3%/18.4%
    34,816    68    -0.00165  -0.0001  0.0012  1.286↓    0.0%  -0.325  1.67e-04  31.6%/29.3%/23.2%/15.8%
    35,328    69    -0.00171  +0.0004  0.0023  1.295↓    0.0%  -0.130  1.63e-04  33.2%/23.2%/27.9%/15.6%
    35,840    70    -0.00169  -0.0019  0.0017  1.274↓    0.0%  +0.238  1.60e-04  32.2%/25.2%/25.6%/17.0%
    36,352    71    -0.00160  -0.0014  0.0010  1.289↓    0.0%  -0.348  1.57e-04  33.2%/32.8%/19.1%/14.8%
    36,864    72    -0.00156  -0.0014  0.0008  1.276↓    0.0%  -0.731  1.54e-04  30.7%/24.6%/27.0%/17.8%
    37,376    73    -0.00147  -0.0027  0.0014  1.261↓    0.0%  +0.320  1.50e-04  34.6%/25.8%/22.5%/17.2%
    37,888    74    -0.00139  -0.0010  0.0010  1.274↓    0.0%  -0.386  1.47e-04  32.6%/24.0%/28.5%/14.8%
    38,400    75    -0.00129  -0.0013  0.0011  1.253↓    0.0%  -1.160  1.44e-04  38.7%/26.0%/19.5%/15.8%
    38,912    76    -0.00130  -0.0010  0.0011  1.275↓    0.0%  -1.379  1.41e-04  28.3%/23.4%/31.6%/16.6%
    39,424    77    -0.00121  -0.0002  0.0009  1.246↓    0.0%  -6.758  1.38e-04  38.5%/26.4%/19.1%/16.0%
    39,936    78    -0.00114  -0.0034  0.0009  1.276↓    0.0%  -2.642  1.34e-04  30.5%/25.0%/29.3%/15.2%
    40,448    79    -0.00130  +0.0011  0.0167  1.260↓    0.0%  +0.049  1.31e-04  33.2%/23.6%/25.6%/17.6%
    40,960    80    -0.00113  -0.0013  0.0024  1.258↓    0.2%  -0.040  1.28e-04  36.5%/23.8%/22.7%/17.0%
    41,472    81    -0.00108  -0.0002  0.0018  1.263↓    0.0%  +0.088  1.25e-04  33.8%/25.8%/23.0%/17.4%
    41,984    82    -0.00107  -0.0013  0.0010  1.232↓    0.0%  -2.417  1.22e-04  43.2%/22.7%/18.6%/15.6%
    42,496    83    -0.00103  -0.0002  0.0011  1.268↓    0.0%  +0.557  1.19e-04  30.5%/23.2%/28.9%/17.4%
    43,008    84    -0.00103  +0.0005  0.0010  1.242↓    0.0%  -0.711  1.15e-04  36.5%/28.3%/18.8%/16.4%
    43,520    85    -0.00101  +0.0006  0.0012  1.278↓    0.0%  +0.058  1.12e-04  30.1%/25.6%/28.3%/16.0%
    44,032    86    -0.00094  -0.0007  0.0011  1.240↓    0.0%  -0.047  1.09e-04  38.5%/26.4%/17.2%/18.0%
    44,544    87    -0.00104  -0.0005  0.0046  1.261↓    0.0%  +0.009  1.06e-04  33.2%/23.4%/27.7%/15.6%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP\ckpt_step0044544.pth  [59% apmācības]
    45,056    88    -0.00100  +0.0006  0.0011  1.253↓    0.0%  +0.426  1.03e-04  37.9%/24.6%/21.1%/16.4%
    45,568    89    -0.00068  +0.0001  0.0011  1.278↓    0.0%  +0.190  1.00e-04  32.8%/25.2%/25.0%/17.0%
    46,080    90    -0.00067  -0.0015  0.0010  1.257↓    0.0%  -0.206  9.70e-05  33.4%/24.0%/25.8%/16.8%
    46,592    91    -0.00061  +0.0001  0.0008  1.264↓    0.0%  -0.248  9.40e-05  41.2%/22.7%/20.5%/15.6%
    47,104    92    -0.00059  -0.0001  0.0010  1.269↓    0.0%  +0.260  9.11e-05  30.7%/23.6%/28.9%/16.8%
    47,616    93    -0.00059  +0.0006  0.0008  1.258↓    0.0%  -0.280  8.81e-05  33.4%/24.4%/24.6%/17.6%
    48,128    94    -0.00059  -0.0019  0.0009  1.278↓    0.0%  -0.619  8.52e-05  28.7%/23.6%/30.5%/17.2%
    48,640    95    -0.00055  -0.0016  0.0007  1.268↓    0.0%  -2.198  8.23e-05  34.4%/26.8%/20.7%/18.2%
    49,152    96    -0.00058  -0.0024  0.0010  1.287↓    0.0%  -1.021  7.95e-05  29.3%/26.0%/28.1%/16.6%
    49,664    97    -0.00052  +0.0002  0.0015  1.277↓    0.0%  +0.228  7.67e-05  33.6%/24.8%/25.0%/16.6%
    50,176    98    -0.00055  -0.0004  0.0007  1.262↓    0.0%  -0.564  7.39e-05  35.2%/23.2%/24.0%/17.6%
    50,688    99    -0.00053  -0.0020  0.0007  1.276↓    0.0%  -0.228  7.12e-05  29.5%/24.8%/30.3%/15.4%
    51,200   100    -0.00054  +0.0002  0.0010  1.269↓    0.0%  -1.103  6.84e-05  34.4%/22.5%/26.4%/16.8%
    51,712   101    -0.00057  +0.0009  0.0010  1.268↓    0.0%  -0.489  6.58e-05  29.9%/21.5%/30.7%/18.0%
    52,224   102    -0.00052  +0.0011  0.0006  1.275↓    0.0%  -0.974  6.31e-05  33.6%/29.9%/21.5%/15.0%
    52,736   103    -0.00052  -0.0009  0.0009  1.296↓    0.0%  -1.786  6.06e-05  27.3%/27.5%/30.5%/14.6%
    53,248   104    -0.00048  +0.0003  0.0007  1.251↓    0.0%  -0.640  5.80e-05  37.5%/24.2%/20.9%/17.4%
    53,760   105    -0.00052  -0.0008  0.0009  1.284↓    0.0%  -0.613  5.55e-05  32.2%/21.9%/30.5%/15.4%
    54,272   106    -0.00048  +0.0014  0.0007  1.288↓    0.0%  -0.541  5.30e-05  33.0%/27.0%/24.6%/15.4%
    54,784   107    -0.00042  -0.0014  0.0011  1.277↓    0.0%  -0.148  5.06e-05  32.0%/21.7%/28.1%/18.2%
    55,296   108    -0.00042  -0.0003  0.0010  1.285↓    0.0%  -0.513  4.83e-05  27.1%/26.4%/28.9%/17.6%
    55,808   109    -0.00043  +0.0003  0.0008  1.281↓    0.0%  -1.701  4.59e-05  36.7%/23.0%/24.4%/15.8%
    56,320   110    -0.00042  -0.0007  0.0006  1.289↓    0.0%  -1.654  4.37e-05  26.6%/25.4%/28.1%/19.9%
    56,832   111    -0.00040  -0.0012  0.0006  1.275↓    0.0%  -2.915  4.14e-05  39.1%/23.8%/19.9%/17.2%
    57,344   112    -0.00045  +0.0004  0.0007  1.294↓    0.0%  -1.366  3.93e-05  27.5%/23.6%/32.6%/16.2%
    57,856   113    -0.00041  -0.0012  0.0006  1.265↓    0.0%  -1.919  3.71e-05  35.0%/27.1%/20.7%/17.2%
    58,368   114    -0.00041  -0.0008  0.0007  1.290↓    0.0%  -1.501  3.51e-05  28.3%/23.0%/32.8%/15.8%
    58,880   115    -0.00037  +0.0008  0.0005  1.285↓    0.0%  -0.587  3.30e-05  32.8%/28.9%/22.5%/15.8%
    59,392   116    -0.00037  -0.0015  0.0006  1.276↓    0.0%  -1.139  3.11e-05  31.8%/24.0%/28.5%/15.6%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00039  -0.0012  0.0006  1.284↓    0.0%  -0.102  2.92e-05  30.3%/22.9%/29.3%/17.6%
    60,416   118    -0.00036  -0.0002  0.0006  1.266↓    0.0%  -1.930  2.73e-05  32.2%/22.7%/26.2%/18.9%
    60,928   119    -0.00033  -0.0002  0.0006  1.295↓    0.0%  -1.715  2.55e-05  26.0%/27.3%/29.1%/17.6%
    61,440   120    -0.00035  +0.0007  0.0005  1.279↓    0.0%  -1.884  2.38e-05  31.4%/23.2%/28.3%/17.0%
    61,952   121    -0.00033  -0.0018  0.0008  1.293↓    0.0%  -4.307  2.21e-05  27.3%/22.9%/31.8%/18.0%
    62,464   122    -0.00030  -0.0003  0.0007  1.287↓    0.0%  -1.761  2.05e-05  30.3%/30.3%/24.2%/15.2%
    62,976   123    -0.00029  -0.0010  0.0008  1.288↓    0.0%  -2.453  1.89e-05  32.0%/20.7%/29.7%/17.6%
    63,488   124    -0.00029  +0.0000  0.0005  1.270↓    0.0%  -2.058  1.74e-05  33.4%/26.8%/20.9%/18.9%
    64,000   125    -0.00028  -0.0006  0.0009  1.274↓    0.0%  -1.379  1.60e-05  33.6%/23.4%/26.0%/17.0%
    64,512   126    -0.00029  +0.0009  0.0007  1.275↓    0.0%  -1.500  1.46e-05  31.4%/28.1%/21.9%/18.6%
    65,024   127    -0.00027  +0.0002  0.0006  1.280↓    0.0%  -3.173  1.33e-05  34.4%/23.2%/26.2%/16.2%
    65,536   128    -0.00027  -0.0008  0.0008  1.285↓    0.0%  -0.981  1.21e-05  30.3%/25.0%/26.2%/18.6%
    66,048   129    -0.00028  -0.0009  0.0006  1.278↓    0.0%  -1.963  1.09e-05  34.6%/23.0%/25.2%/17.2%
    66,560   130    -0.00030  +0.0019  0.0007  1.283↓    0.0%  -1.759  9.77e-06  32.6%/26.4%/24.6%/16.4%
    67,072   131    -0.00031  +0.0002  0.0008  1.275↓    0.0%  -0.122  8.72e-06  38.7%/24.2%/20.7%/16.4%
    67,584   132    -0.00037  -0.0002  0.0008  1.288↓    0.0%  -0.081  7.73e-06  29.3%/27.9%/26.0%/16.8%
    68,096   133    -0.00040  -0.0003  0.0007  1.267↓    0.0%  -2.962  6.81e-06  34.6%/22.9%/25.0%/17.6%
    68,608   134    -0.00040  +0.0009  0.0007  1.280↓    0.0%  -0.799  5.96e-06  34.4%/22.1%/27.0%/16.6%
    69,120   135    -0.00043  -0.0016  0.0008  1.281↓    0.0%  +0.003  5.17e-06  29.7%/27.9%/25.6%/16.8%
    69,632   136    -0.00044  -0.0004  0.0008  1.272↓    0.0%  -0.513  4.45e-06  35.0%/25.8%/22.1%/17.2%
    70,144   137    -0.00044  +0.0010  0.0007  1.296↓    0.0%  -0.491  3.79e-06  29.9%/27.5%/26.0%/16.6%
    70,656   138    -0.00046  -0.0004  0.0010  1.284↓    0.0%  -2.208  3.21e-06  31.6%/27.7%/23.2%/17.4%
    71,168   139    -0.00045  +0.0002  0.0007  1.284↓    0.0%  -2.467  2.69e-06  30.1%/27.0%/23.6%/19.3%
    71,680   140    -0.00047  +0.0003  0.0009  1.279↓    0.0%  -0.761  2.24e-06  34.6%/25.0%/24.0%/16.4%
    72,192   141    -0.00048  -0.0002  0.0007  1.299↓    0.0%  -2.745  1.86e-06  26.2%/30.9%/26.0%/17.0%
    72,704   142    -0.00044  -0.0008  0.0006  1.283↓    0.0%  -2.624  1.55e-06  32.4%/25.8%/26.6%/15.2%
    73,216   143    -0.00043  +0.0029  0.0007  1.278↓    0.0%  -1.670  1.31e-06  31.8%/23.6%/27.7%/16.8%
    73,728   144    -0.00043  +0.0018  0.0006  1.286↓    0.0%  -2.663  1.14e-06  28.1%/26.2%/27.1%/18.6%
    74,240   145    -0.00040  -0.0007  0.0006  1.283↓    0.0%  -1.475  1.03e-06  36.5%/20.9%/27.7%/14.8%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP\ckpt_step0074240.pth  [99% apmācības]
    74,752   146    -0.00038  -0.0003  0.0006  1.293↓    0.0%  -2.467  1.00e-06  27.1%/29.7%/27.1%/16.0%
    75,264   147    -0.00039  -0.0016  0.0005  1.280↓    0.0%  -2.773  1.03e-06  37.9%/22.5%/24.8%/14.8%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0001 (Overtrade)_XRP\ckpt_step0075264.pth  [100% apmācības]

────────────────────────────────────────────────────────────────────────────────
  Vidējais ātrums: 596 soļi/sek
  Vidējā atlīdzība (pēdējie 10 atjauninājumi): -0.00039
  Galīgā entropija: 1.280  (sākums: 1.299)
────────────────────────────────────────────────────────────────────────────────

✓ Galīgais modelis saglabāts: ppo_trader_Realistic Mode, OP - 0.0001 (Overtrade)_XRP.pth

============================================================
11. SOLIS: Bektests (4 varianti)
============================================================

────────────────────────────────────────────────────────────  1. Komisija + slipāža          
  Bilance: $0.07 | Ienesīgums: -99.99% | MaxDD: 99.99% | Sharpe: -7.495 | Calmar: -1.000 | PF: 0.464 | Darījumi: 1562 | Win%: 29.1%

────────────────────────────────────────────────────────────  2. Tikai komisija              
  Bilance: $207.06 | Ienesīgums: -79.29% | MaxDD: 82.76% | Sharpe: -0.858 | Calmar: -0.958 | PF: 0.866 | Darījumi: 1562 | Win%: 39.6%

────────────────────────────────────────────────────────────  3. Tikai slipāža              
  Bilance: $0.26 | Ienesīgums: -99.97% | MaxDD: 99.98% | Sharpe: -6.775 | Calmar: -1.000 | PF: 0.500 | Darījumi: 1562 | Win%: 30.2%

────────────────────────────────────────────────────────────  4. Bez izmaksām               
  Bilance: $722.79 | Ienesīgums: -27.72% | MaxDD: 56.47% | Sharpe: -0.045 | Calmar: -0.491 | PF: 0.954 | Darījumi: 1562 | Win%: 41.6%


======================================================================
12. SOLIS: Rezultāti
======================================================================

  Metrika                     1. Komisija + slipāža            2. Tikai komisija                3. Tikai slipāža                4. Bez izmaksām               
  ──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Galīgā bilance                                       $0.07                         $207.06                           $0.26                         $722.79
  Ienesīgums                                         -99.99%                         -79.29%                         -99.97%                         -27.72%
  Maks. kritums                                       99.99%                          82.76%                          99.98%                          56.47%
  Sharpe (pēc darījumiem)                             -7.495                          -0.858                          -6.775                          -0.045
  Calmar koeficients                                  -1.000                          -0.958                          -1.000                          -0.491
  Peļņas faktors                                       0.464                           0.866                           0.500                           0.954
  Vid. PnL / solis ($)                             -0.006774                       -0.004773                       -0.007081                       -0.002512
  Darījumi                                              1562                            1562                            1562                            1562
  Uzvaru īpatsvars                                     29.1%                           39.6%                           30.2%                           41.6%
  Vid. darījuma P&L                                  -0.416%                         -0.042%                         -0.376%                         -0.002%
  Vid. ilgums (h)                                        5.8                             5.8                             5.8                             5.8
  Vid. slip (ieeja+izeja)                            0.2505%                               —                         0.2505%                               —
  Vid. komisija                                      0.0800%                         0.0800%                               —                               —

  Zudumi no komisijām        : +51.57%
  Zudumi no slipāžas        : +72.25%
  Kopējie zudumi             : +72.27%

  Signāli (variants 1):
    HOLD  :   64,225  (58.2%)
    LONG  :   12,778  (11.6%)
    SHORT :   33,256  (30.1%)
    CLOSE :       90  (0.1%)

  Darījumi: LONG=777  SHORT=785

  ──────────────────────────────────────────────────────────
  TOP 5 IENESĪGĀKIE
  1. LONG  | 2025-05-07 18:05 → 2025-05-08 09:20 | 15h 15m | P&L: +29.34$ (+3.828%) | slip: 0.100%/0.060%
  2. LONG  | 2025-04-30 15:10 → 2025-05-01 11:35 | 20h 25m | P&L: +26.40$ (+3.190%) | slip: 0.123%/0.055%
  3. LONG  | 2025-06-23 17:15 → 2025-06-24 08:10 | 14h 55m | P&L: +23.80$ (+8.976%) | slip: 0.166%/0.070%
  4. SHORT | 2025-05-18 14:50 → 2025-05-19 08:55 | 18h 5m | P&L: +22.70$ (+4.975%) | slip: 0.062%/0.127%
  5. SHORT | 2025-05-05 09:10 → 2025-05-05 16:25 | 7h 15m | P&L: +19.18$ (+2.380%) | slip: 0.030%/0.081%

  ──────────────────────────────────────────────────────────
  TOP 5 ZAUDĪGĀKIE
  1. SHORT | 2025-05-08 09:20 → 2025-05-09 07:25 | 22h 5m | P&L: -50.25$ (-6.321%) | slip: 0.066%/0.060%
  2. SHORT | 2025-04-27 13:15 → 2025-04-28 07:30 | 18h 15m | P&L: -38.05$ (-4.179%) | slip: 0.380%/0.088%
  3. SHORT | 2025-04-27 10:45 → 2025-04-27 12:45 | 2h 0m | P&L: -34.55$ (-3.555%) | slip: 0.037%/0.402%
