Žurnāls: ppo_trader_Realistic Mode, OP - 0.000898 (Main)_ETH.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.000898 (Main)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,429 sveces  |  2019-01-05 05:00:00 → 2026-05-13 02:40:00
Izmantojam     : 331,041 sveces  |  2023-03-20 14:35:00 → 2026-05-13 02:40:00
Apmācība (~2g) : 0..220,694  (2023-03-20 14:35:00 → 2025-04-24 23:05:00)
Tests  (~1g)   : 220,694..331,041  (2025-04-24 23:10:00 → 2026-05-13 02:40:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.000898 (Main)_ETH/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    36,352    71    -0.00145  -0.0009  0.0014  1.222↓    0.0%  -0.068  1.57e-04  45.1%/26.0%/17.0%/11.9%
    36,864    72    -0.00147  -0.0001  0.0010  1.152↓    0.0%  +0.068  1.54e-04  46.7%/19.5%/18.4%/15.4%
    37,376    73    -0.00145  -0.0009  0.0010  1.193↓    0.0%  +0.353  1.50e-04  49.2%/18.0%/19.1%/13.7%
    37,888    74    -0.00144  -0.0019  0.0009  1.181↓    0.0%  -0.958  1.47e-04  47.7%/19.5%/19.1%/13.7%
    38,400    75    -0.00148  -0.0009  0.0011  1.186↓    0.0%  -0.917  1.44e-04  49.0%/18.0%/18.6%/14.5%
    38,912    76    -0.00144  -0.0021  0.0008  1.190↓    0.0%  -1.084  1.41e-04  47.7%/17.8%/21.3%/13.3%
    39,424    77    -0.00145  +0.0026  0.0007  1.187↓    0.0%  -1.278  1.38e-04  48.8%/18.6%/18.2%/14.5%
    39,936    78    -0.00144  -0.0020  0.0007  1.201↓    0.0%  -1.027  1.34e-04  44.7%/19.3%/20.9%/15.0%
    40,448    79    -0.00152  -0.0013  0.0012  1.195↓    0.0%  +0.087  1.31e-04  46.9%/18.9%/19.1%/15.0%
    40,960    80    -0.00145  -0.0008  0.0009  1.242↓    0.0%  -2.976  1.28e-04  40.4%/21.3%/22.5%/15.8%
    41,472    81    -0.00144  +0.0013  0.0008  1.177↓    0.0%  -0.298  1.25e-04  49.4%/17.8%/17.4%/15.4%
    41,984    82    -0.00139  -0.0010  0.0007  1.196↓    0.0%  -5.411  1.22e-04  49.8%/16.4%/19.3%/14.5%
    42,496    83    -0.00143  -0.0011  0.0008  1.173↓    0.0%  -0.741  1.19e-04  48.8%/15.8%/19.1%/16.2%
    43,008    84    -0.00148  +0.0006  0.0008  1.234↓    0.1%  -1.205  1.15e-04  40.6%/23.8%/19.1%/16.4%
    43,520    85    -0.00148  -0.0020  0.0010  1.209↓    0.0%  -0.321  1.12e-04  46.1%/21.3%/17.8%/14.8%
    44,032    86    -0.00147  -0.0005  0.0009  1.213↓    0.0%  -1.227  1.09e-04  44.7%/20.3%/17.2%/17.8%
    44,544    87    -0.00160  -0.0004  0.0027  1.231↓    0.0%  -0.559  1.06e-04  40.4%/19.7%/24.0%/15.8%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_ETH\ckpt_step0044544.pth  [59% apmācības]
    45,056    88    -0.00166  -0.0002  0.0009  1.218↓    0.0%  +0.138  1.03e-04  40.0%/20.9%/21.5%/17.6%
    45,568    89    -0.00159  -0.0008  0.0008  1.216↓    0.0%  -0.295  1.00e-04  45.3%/18.9%/20.5%/15.2%
    46,080    90    -0.00160  -0.0009  0.0010  1.161↓    0.0%  -0.278  9.70e-05  51.2%/15.6%/18.0%/15.2%
    46,592    91    -0.00155  -0.0006  0.0007  1.220↓    0.0%  -0.217  9.40e-05  46.9%/18.4%/19.7%/15.0%
    47,104    92    -0.00158  +0.0006  0.0006  1.186↓    0.0%  -0.894  9.11e-05  45.7%/18.9%/20.1%/15.2%
    47,616    93    -0.00153  -0.0018  0.0008  1.196↓    0.1%  +0.088  8.81e-05  41.8%/17.4%/23.6%/17.2%
    48,128    94    -0.00147  -0.0019  0.0007  1.191↓    0.0%  -0.520  8.52e-05  47.1%/16.4%/21.3%/15.2%
    48,640    95    -0.00142  -0.0022  0.0006  1.184↓    0.0%  -0.583  8.23e-05  46.5%/18.0%/19.9%/15.6%
    49,152    96    -0.00142  +0.0003  0.0008  1.200↓    0.0%  -0.208  7.95e-05  46.1%/18.6%/20.1%/15.2%
    49,664    97    -0.00132  +0.0001  0.0015  1.201↓    0.0%  -0.136  7.67e-05  47.9%/16.4%/19.5%/16.2%
    50,176    98    -0.00131  -0.0008  0.0009  1.225↓    0.0%  -0.771  7.39e-05  40.8%/20.9%/20.5%/17.8%
    50,688    99    -0.00133  +0.0011  0.0007  1.167↓    0.0%  -0.543  7.12e-05  46.7%/14.8%/23.4%/15.0%
    51,200   100    -0.00129  -0.0004  0.0010  1.206↓    0.0%  -1.209  6.84e-05  43.9%/17.8%/22.9%/15.4%
    51,712   101    -0.00125  +0.0007  0.0009  1.171↓    0.0%  +0.421  6.58e-05  48.8%/14.5%/21.1%/15.6%
    52,224   102    -0.00125  -0.0002  0.0007  1.219↓    0.0%  +0.159  6.31e-05  42.0%/21.7%/21.3%/15.0%
    52,736   103    -0.00126  -0.0005  0.0013  1.194↓    0.0%  +0.534  6.06e-05  47.7%/19.3%/19.5%/13.5%
    53,248   104    -0.00124  -0.0001  0.0006  1.178↓    0.0%  +0.337  5.80e-05  45.3%/18.0%/19.1%/17.6%
    53,760   105    -0.00118  -0.0001  0.0008  1.187↓    0.0%  -0.219  5.55e-05  45.5%/16.2%/23.2%/15.0%
    54,272   106    -0.00114  -0.0004  0.0007  1.190↓    0.0%  -2.728  5.30e-05  47.5%/18.2%/19.1%/15.2%
    54,784   107    -0.00108  -0.0001  0.0009  1.174↓    0.0%  +0.165  5.06e-05  50.4%/14.8%/19.3%/15.4%
    55,296   108    -0.00100  +0.0002  0.0011  1.182↓    0.0%  +0.043  4.83e-05  45.1%/17.6%/23.6%/13.7%
    55,808   109    -0.00093  +0.0019  0.0009  1.205↓    0.0%  -0.897  4.59e-05  46.1%/17.0%/21.7%/15.2%
    56,320   110    -0.00092  +0.0003  0.0008  1.174↓    0.0%  -2.181  4.37e-05  46.9%/14.6%/21.9%/16.6%
    56,832   111    -0.00090  -0.0009  0.0006  1.166↓    0.0%  -0.593  4.14e-05  50.8%/14.3%/19.9%/15.0%
    57,344   112    -0.00083  +0.0000  0.0006  1.175↓    0.0%  -1.072  3.93e-05  50.0%/13.5%/21.9%/14.6%
    57,856   113    -0.00080  +0.0004  0.0007  1.180↓    0.0%  -1.138  3.71e-05  48.2%/17.2%/18.8%/15.8%
    58,368   114    -0.00077  +0.0004  0.0005  1.191↓    0.0%  -1.287  3.51e-05  47.5%/16.6%/21.3%/14.6%
    58,880   115    -0.00078  -0.0002  0.0005  1.160↓    0.0%  -0.105  3.30e-05  49.2%/18.2%/18.2%/14.5%
    59,392   116    -0.00077  +0.0017  0.0006  1.173↓    0.0%  -0.494  3.11e-05  47.1%/16.0%/21.3%/15.6%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_ETH\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00074  -0.0004  0.0006  1.154↓    0.0%  +0.152  2.92e-05  51.2%/14.1%/21.1%/13.7%
    60,416   118    -0.00074  +0.0002  0.0007  1.180↓    0.0%  -0.146  2.73e-05  45.9%/17.6%/20.3%/16.2%
    60,928   119    -0.00075  -0.0013  0.0006  1.163↓    0.0%  -0.401  2.55e-05  48.2%/17.8%/18.9%/15.0%
    61,440   120    -0.00073  -0.0006  0.0005  1.157↓    0.0%  -1.701  2.38e-05  48.2%/14.3%/22.3%/15.2%
    61,952   121    -0.00071  -0.0003  0.0007  1.180↓    0.0%  -0.448  2.21e-05  46.9%/15.8%/21.5%/15.8%
    62,464   122    -0.00072  -0.0004  0.0008  1.199↓    0.0%  -1.381  2.05e-05  42.6%/19.7%/23.2%/14.5%
    62,976   123    -0.00072  +0.0002  0.0008  1.177↓    0.0%  -1.961  1.89e-05  48.6%/15.0%/20.7%/15.6%
    63,488   124    -0.00074  +0.0023  0.0006  1.159↓    0.0%  -1.360  1.74e-05  50.0%/15.6%/18.8%/15.6%
    64,000   125    -0.00074  -0.0001  0.0005  1.166↓    0.0%  -1.455  1.60e-05  46.9%/16.4%/20.1%/16.6%
    64,512   126    -0.00077  -0.0004  0.0005  1.160↓    0.0%  -1.020  1.46e-05  49.2%/16.8%/18.9%/15.0%
    65,024   127    -0.00076  -0.0004  0.0006  1.178↓    0.0%  -1.797  1.33e-05  47.3%/15.8%/21.1%/15.8%
    65,536   128    -0.00077  +0.0001  0.0006  1.154↓    0.0%  -1.602  1.21e-05  50.2%/14.8%/19.9%/15.0%
    66,048   129    -0.00077  -0.0010  0.0007  1.196↓    0.0%  -0.588  1.09e-05  47.3%/14.5%/22.1%/16.2%
    66,560   130    -0.00080  +0.0010  0.0007  1.161↓    0.0%  -0.912  9.77e-06  52.3%/14.6%/17.6%/15.4%
    67,072   131    -0.00084  +0.0005  0.0006  1.208↓    0.0%  -0.997  8.72e-06  48.6%/15.6%/21.1%/14.6%
    67,584   132    -0.00088  -0.0007  0.0008  1.210↓    0.0%  -0.798  7.73e-06  44.3%/19.5%/21.7%/14.5%
    68,096   133    -0.00088  +0.0008  0.0007  1.204↓    0.0%  -0.941  6.81e-06  41.2%/16.8%/25.2%/16.8%
    68,608   134    -0.00087  +0.0004  0.0005  1.194↓    0.0%  -1.069  5.96e-06  48.0%/17.2%/19.1%/15.6%
    69,120   135    -0.00089  -0.0016  0.0006  1.157↓    0.0%  -0.109  5.17e-06  48.8%/16.2%/19.7%/15.2%
    69,632   136    -0.00088  -0.0009  0.0007  1.169↓    0.0%  -0.800  4.45e-06  48.0%/17.8%/17.8%/16.4%
    70,144   137    -0.00088  -0.0013  0.0006  1.179↓    0.0%  -0.935  3.79e-06  49.2%/15.0%/20.7%/15.0%
    70,656   138    -0.00085  +0.0020  0.0007  1.191↓    0.0%  -2.392  3.21e-06  46.1%/16.8%/21.7%/15.4%
    71,168   139    -0.00083  -0.0007  0.0006  1.182↓    0.0%  -6.745  2.69e-06  46.5%/18.4%/18.8%/16.4%
    71,680   140    -0.00080  +0.0004  0.0005  1.164↓    0.0%  -1.704  2.24e-06  49.6%/15.8%/20.3%/14.3%
    72,192   141    -0.00081  +0.0000  0.0008  1.200↓    0.0%  -1.882  1.86e-06  43.2%/21.1%/20.1%/15.6%
    72,704   142    -0.00077  +0.0001  0.0006  1.179↓    0.0%  -2.718  1.55e-06  51.4%/15.4%/21.3%/11.9%
    73,216   143    -0.00074  +0.0012  0.0006  1.177↓    0.0%  -2.508  1.31e-06  49.6%/16.2%/19.5%/14.6%
    73,728   144    -0.00075  +0.0001  0.0005  1.174↓    0.0%  -1.049  1.14e-06  46.5%/13.9%/23.6%/16.0%
    74,240   145    -0.00072  -0.0007  0.0008  1.211↓    0.0%  -1.128  1.03e-06  46.7%/16.2%/22.7%/14.5%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_ETH\ckpt_step0074240.pth  [99% apmācības]
    74,752   146    -0.00069  -0.0004  0.0007  1.182↓    0.0%  -2.001  1.00e-06  46.9%/18.2%/20.3%/14.6%
