Žurnāls: ppo_trader_Realistic Mode, OP - 0.004 (Conservative)_XRP.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.004 (Conservative)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,455 sveces  |  2019-01-05 05:00:00 → 2026-05-13 04:50:00
Izmantojam     : 331,053 sveces  |  2023-03-20 15:45:00 → 2026-05-13 04:50:00
Apmācība (~2g) : 0..220,702  (2023-03-20 15:45:00 → 2025-04-25 00:55:00)
Tests  (~1g)   : 220,702..331,053  (2025-04-25 01:00:00 → 2026-05-13 04:50:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.004  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.004
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.004 (Conservative)_XRP/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    61,952   121    -0.00134  -0.0031  0.0009  0.858↓    0.2%  -1.152  2.21e-05  71.9%/13.3%/ 6.6%/ 8.2%
    62,464   122    -0.00131  -0.0021  0.0008  0.877↓    0.0%  -0.913  2.05e-05  68.0%/18.0%/ 8.4%/ 5.7%
    62,976   123    -0.00133  -0.0009  0.0019  0.861↓    0.0%  -0.742  1.89e-05  72.5%/13.3%/ 7.2%/ 7.0%
    63,488   124    -0.00131  -0.0025  0.0011  0.894↓    0.0%  -0.010  1.74e-05  72.3%/14.5%/ 7.4%/ 5.9%
    64,000   125    -0.00124  -0.0001  0.0011  0.850↓    0.1%  -0.072  1.60e-05  70.1%/14.1%/ 6.6%/ 9.2%
    64,512   126    -0.00125  +0.0002  0.0010  0.878↓    0.0%  +0.053  1.46e-05  69.1%/17.0%/ 6.6%/ 7.2%
    65,024   127    -0.00126  +0.0018  0.0010  0.887↓    0.0%  -0.049  1.33e-05  69.7%/14.3%/ 9.0%/ 7.0%
    65,536   128    -0.00124  +0.0003  0.0012  0.889↓    0.0%  +0.396  1.21e-05  70.7%/14.6%/ 8.4%/ 6.2%
    66,048   129    -0.00127  +0.0000  0.0011  0.908↓    0.0%  -0.622  1.09e-05  70.9%/12.7%/10.0%/ 6.4%
    66,560   130    -0.00134  +0.0001  0.0017  0.876↓    0.0%  +0.018  9.77e-06  73.0%/13.7%/ 5.9%/ 7.4%
    67,072   131    -0.00133  -0.0006  0.0013  0.875↓    0.0%  -0.105  8.72e-06  73.6%/11.9%/ 7.6%/ 6.8%
    67,584   132    -0.00143  +0.0010  0.0011  0.896↓    0.0%  +0.044  7.73e-06  66.4%/15.6%/10.7%/ 7.2%
    68,096   133    -0.00143  +0.0004  0.0007  0.875↓    0.0%  -2.779  6.81e-06  66.4%/15.8%/ 8.6%/ 9.2%
    68,608   134    -0.00138  -0.0012  0.0010  0.878↓    0.0%  -0.404  5.96e-06  72.9%/14.1%/ 6.1%/ 7.0%
    69,120   135    -0.00138  -0.0013  0.0010  0.874↓    0.2%  +0.132  5.17e-06  68.9%/16.6%/ 6.4%/ 8.0%
    69,632   136    -0.00143  +0.0014  0.0009  0.896↓    0.0%  +0.394  4.45e-06  67.2%/16.8%/ 7.8%/ 8.2%
    70,144   137    -0.00138  -0.0024  0.0013  0.878↓    0.1%  -1.348  3.79e-06  70.9%/15.6%/ 6.8%/ 6.6%
    70,656   138    -0.00136  +0.0008  0.0010  0.882↓    0.2%  -0.497  3.21e-06  72.5%/14.5%/ 6.2%/ 6.8%
    71,168   139    -0.00136  -0.0015  0.0010  0.880↓    0.1%  -2.076  2.69e-06  71.3%/13.9%/ 6.6%/ 8.2%
    71,680   140    -0.00127  +0.0022  0.0009  0.893↓    0.0%  -0.435  2.24e-06  72.1%/15.2%/ 6.8%/ 5.9%
    72,192   141    -0.00128  -0.0007  0.0010  0.873↓    0.1%  -0.012  1.86e-06  68.8%/16.8%/ 7.0%/ 7.4%
    72,704   142    -0.00120  +0.0019  0.0008  0.869↓    0.0%  -0.875  1.55e-06  73.0%/13.1%/ 8.0%/ 5.9%
