Žurnāls: ppo_trader_Swing Mode_XRP.log

Ierīce: cpu  |  AMP: False
Eksperiments: Swing Mode

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,455 sveces  |  2019-01-05 05:00:00 → 2026-05-13 04:50:00
Izmantojam     : 331,053 sveces  |  2023-03-20 15:45:00 → 2026-05-13 04:50:00
Apmācība (~2g) : 0..220,702  (2023-03-20 15:45:00 → 2025-04-25 00:55:00)
Tests  (~1g)   : 220,702..331,053  (2025-04-25 01:00:00 → 2026-05-13 04:50:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Swing Mode_XRP/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    59,904   117    -0.00066  -0.0017  0.0007  1.217↓    0.0%  -0.413  2.92e-05  46.9%/20.3%/19.5%/13.3%
    60,416   118    -0.00062  -0.0002  0.0006  1.199↓    0.0%  -2.278  2.73e-05  43.0%/18.6%/22.5%/16.0%
    60,928   119    -0.00059  +0.0002  0.0006  1.214↓    0.0%  -1.583  2.55e-05  43.6%/22.5%/19.3%/14.6%
    61,440   120    -0.00061  +0.0011  0.0005  1.208↓    0.0%  -2.925  2.38e-05  43.4%/18.6%/23.0%/15.0%
    61,952   121    -0.00062  -0.0034  0.0007  1.225↓    0.0%  -5.148  2.21e-05  42.8%/17.2%/24.8%/15.2%
    62,464   122    -0.00062  -0.0021  0.0006  1.233↓    0.0%  -2.294  2.05e-05  37.3%/28.5%/20.7%/13.5%
    62,976   123    -0.00063  -0.0023  0.0007  1.217↓    0.0%  -1.653  1.89e-05  43.8%/18.6%/22.7%/15.0%
    63,488   124    -0.00063  +0.0001  0.0005  1.198↓    0.1%  -1.964  1.74e-05  45.3%/22.3%/15.6%/16.8%
    64,000   125    -0.00060  -0.0010  0.0008  1.203↓    0.0%  -1.207  1.60e-05  43.4%/17.8%/23.0%/15.8%
    64,512   126    -0.00060  +0.0010  0.0007  1.225↓    0.0%  -1.860  1.46e-05  40.8%/26.8%/16.6%/15.8%
    65,024   127    -0.00057  -0.0000  0.0007  1.220↓    0.0%  -2.218  1.33e-05  42.8%/19.3%/22.7%/15.2%
    65,536   128    -0.00057  +0.0001  0.0008  1.219↓    0.0%  -1.670  1.21e-05  43.4%/22.1%/19.1%/15.4%
    66,048   129    -0.00059  -0.0004  0.0007  1.224↓    0.0%  -2.115  1.09e-05  43.6%/18.4%/23.0%/15.0%
    66,560   130    -0.00058  +0.0017  0.0008  1.223↓    0.0%  -2.301  9.77e-06  43.2%/24.2%/17.8%/14.8%
    67,072   131    -0.00058  +0.0004  0.0009  1.228↓    0.0%  -0.337  8.72e-06  47.5%/22.1%/16.8%/13.7%
    67,584   132    -0.00064  +0.0003  0.0009  1.241↓    0.0%  -0.424  7.73e-06  39.6%/23.4%/23.2%/13.7%
    68,096   133    -0.00068  -0.0000  0.0006  1.209↓    0.0%  -1.379  6.81e-06  42.2%/21.5%/20.9%/15.4%
    68,608   134    -0.00067  +0.0013  0.0010  1.220↓    0.0%  -1.443  5.96e-06  46.3%/17.8%/22.1%/13.9%
    69,120   135    -0.00067  -0.0003  0.0008  1.222↓    0.1%  -1.490  5.17e-06  43.8%/23.8%/18.2%/14.3%
    69,632   136    -0.00068  -0.0002  0.0008  1.213↓    0.0%  -0.828  4.45e-06  43.0%/22.5%/18.9%/15.6%
    70,144   137    -0.00071  -0.0006  0.0007  1.225↓    0.0%  -0.823  3.79e-06  46.1%/20.9%/18.2%/14.8%
    70,656   138    -0.00075  -0.0003  0.0009  1.231↓    0.0%  -3.668  3.21e-06  39.5%/24.2%/20.1%/16.2%
    71,168   139    -0.00074  -0.0019  0.0007  1.222↓    0.1%  -5.466  2.69e-06  40.8%/24.0%/18.2%/17.0%
    71,680   140    -0.00077  +0.0004  0.0006  1.217↓    0.0%  -2.002  2.24e-06  43.4%/22.1%/19.5%/15.0%
    72,192   141    -0.00077  +0.0006  0.0008  1.242↓    0.0%  -1.517  1.86e-06  38.5%/26.6%/19.9%/15.0%
    72,704   142    -0.00073  +0.0014  0.0007  1.230↓    0.0%  -1.145  1.55e-06  46.3%/21.9%/19.5%/12.3%
    73,216   143    -0.00072  +0.0005  0.0010  1.223↓    0.0%  -0.885  1.31e-06  44.5%/19.1%/22.3%/14.1%
    73,728   144    -0.00073  +0.0010  0.0007  1.224↓    0.1%  -2.797  1.14e-06  42.0%/21.9%/20.5%/15.6%
    74,240   145    -0.00072  -0.0005  0.0007  1.225↓    0.0%  -2.149  1.03e-06  43.8%/17.2%/24.6%/14.5%
  ✓ Kontrolpunkts: checkpoints_Swing Mode_XRP\ckpt_step0074240.pth  [99% apmācības]
    74,752   146    -0.00070  +0.0018  0.0008  1.229↓    0.1%  -3.391  1.00e-06  40.4%/24.6%/21.7%/13.3%
    75,264   147    -0.00069  -0.0008  0.0006  1.222↓    0.0%  -1.689  1.03e-06  48.2%/16.2%/23.0%/12.5%
  ✓ Kontrolpunkts: checkpoints_Swing Mode_XRP\ckpt_step0075264.pth  [100% apmācības]

────────────────────────────────────────────────────────────────────────────────
  Vidējais ātrums: 583 soļi/sek
  Vidējā atlīdzība (pēdējie 10 atjauninājumi): -0.00069
  Galīgā entropija: 1.222  (sākums: 1.299)
────────────────────────────────────────────────────────────────────────────────

✓ Galīgais modelis saglabāts: ppo_trader_Swing Mode_XRP.pth

============================================================
11. SOLIS: Bektests (4 varianti)
============================================================

────────────────────────────────────────────────────────────  1. Komisija + slipāža          
  Bilance: $270.41 | Ienesīgums: -72.96% | MaxDD: 76.14% | Sharpe: -1.098 | Calmar: -0.958 | PF: 0.733 | Darījumi: 161 | Win%: 46.6%

────────────────────────────────────────────────────────────  2. Tikai komisija              
  Bilance: $618.96 | Ienesīgums: -38.10% | MaxDD: 63.52% | Sharpe: -0.179 | Calmar: -0.600 | PF: 0.887 | Darījumi: 161 | Win%: 49.7%

────────────────────────────────────────────────────────────  3. Tikai slipāža              
  Bilance: $307.73 | Ienesīgums: -69.23% | MaxDD: 72.93% | Sharpe: -1.009 | Calmar: -0.949 | PF: 0.747 | Darījumi: 161 | Win%: 46.6%

────────────────────────────────────────────────────────────  4. Bez izmaksām               
  Bilance: $704.24 | Ienesīgums: -29.58% | MaxDD: 62.69% | Sharpe: -0.096 | Calmar: -0.472 | PF: 0.902 | Darījumi: 161 | Win%: 50.3%


======================================================================
12. SOLIS: Rezultāti
======================================================================

  Metrika                     1. Komisija + slipāža            2. Tikai komisija                3. Tikai slipāža                4. Bez izmaksām               
  ──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Galīgā bilance                                     $270.41                         $618.96                         $307.73                         $704.24
  Ienesīgums                                         -72.96%                         -38.10%                         -69.23%                         -29.58%
  Maks. kritums                                       76.14%                          63.52%                          72.93%                          62.69%
  Sharpe (pēc darījumiem)                             -1.098                          -0.179                          -1.009                          -0.096
  Calmar koeficients                                  -0.958                          -0.600                          -0.949                          -0.472
  Peļņas faktors                                       0.733                           0.887                           0.747                           0.902
  Vid. PnL / solis ($)                             -0.005144                       -0.002931                       -0.005096                       -0.002680
  Darījumi                                               161                             161                             161                             161
  Uzvaru īpatsvars                                     46.6%                           49.7%                           46.6%                           50.3%
  Vid. darījuma P&L                                  -0.492%                         -0.086%                         -0.452%                         -0.046%
  Vid. ilgums (h)                                       57.0                            57.0                            57.0                            57.0
  Vid. slip (ieeja+izeja)                            0.2690%                               —                         0.2690%                               —
  Vid. komisija                                      0.0800%                         0.0800%                               —                               —

  Zudumi no komisijām        : +8.53%
  Zudumi no slipāžas        : +39.65%
  Kopējie zudumi             : +43.38%

  Signāli (variants 1):
    HOLD  :  104,699  (94.9%)
    LONG  :    4,841  (4.4%)
    SHORT :      805  (0.7%)
    CLOSE :        4  (0.0%)

  Darījumi: LONG=81  SHORT=80

  ──────────────────────────────────────────────────────────
  TOP 5 IENESĪGĀKIE
  1. LONG  | 2025-07-05 20:10 → 2025-07-15 08:25 | 228h 15m | P&L: +186.00$ (+27.800%) | slip: 0.043%/0.213%
  2. LONG  | 2025-10-10 21:30 → 2025-10-14 06:55 | 81h 25m | P&L: +139.45$ (+21.516%) | slip: 3.803%/0.152%
