Žurnāls: ppo_trader_Realistic Mode, OP - 0.000898 (Main)_SOL.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.000898 (Main)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 563,641 sveces  |  2020-08-15 11:00:00 → 2025-12-25 13:20:00
Izmantojam     : 241,561 sveces  |  2023-09-08 19:20:00 → 2025-12-25 13:20:00
Apmācība (~2g) : 0..161,040  (2023-09-08 19:20:00 → 2025-03-20 23:15:00)
Tests  (~1g)   : 161,040..241,561  (2025-03-20 23:20:00 → 2025-12-25 13:20:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.000898 (Main)_SOL/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    41,472    81    -0.00120  -0.0002  0.0009  1.201↓    0.0%  -0.407  1.25e-04  39.5%/16.0%/23.8%/20.7%
    41,984    82    -0.00117  -0.0013  0.0011  1.174↓    0.0%  -0.100  1.22e-04  41.4%/13.9%/23.2%/21.5%
    42,496    83    -0.00116  -0.0001  0.0011  1.215↓    0.0%  -1.214  1.19e-04  35.2%/18.2%/23.6%/23.0%
    43,008    84    -0.00104  -0.0023  0.0008  1.216↓    0.0%  +0.291  1.15e-04  35.7%/20.1%/22.7%/21.5%
    43,520    85    -0.00108  -0.0009  0.0010  1.209↓    0.1%  +0.449  1.12e-04  35.4%/21.1%/21.5%/22.1%
    44,032    86    -0.00105  -0.0004  0.0010  1.200↓    0.0%  -0.049  1.09e-04  39.5%/18.6%/19.3%/22.7%
    44,544    87    -0.00112  -0.0007  0.0016  1.201↓    0.0%  +0.099  1.06e-04  32.8%/18.4%/25.4%/23.4%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_SOL\ckpt_step0044544.pth  [59% apmācības]
    45,056    88    -0.00121  +0.0009  0.0012  1.204↓    0.0%  +0.403  1.03e-04  34.4%/19.1%/22.7%/23.8%
    45,568    89    -0.00125  -0.0029  0.0011  1.159↓    0.0%  +0.466  1.00e-04  38.3%/17.2%/21.3%/23.2%
    46,080    90    -0.00125  -0.0022  0.0009  1.157↓    0.0%  -2.047  9.70e-05  40.2%/15.2%/21.5%/23.0%
    46,592    91    -0.00127  +0.0005  0.0008  1.165↓    0.0%  -0.466  9.40e-05  38.7%/17.0%/21.9%/22.5%
    47,104    92    -0.00133  -0.0004  0.0011  1.157↓    0.0%  +0.188  9.11e-05  36.7%/18.9%/21.9%/22.5%
    47,616    93    -0.00132  -0.0004  0.0007  1.143↓    0.0%  -0.220  8.81e-05  37.5%/13.9%/25.4%/23.2%
    48,128    94    -0.00136  -0.0011  0.0012  1.180↓    0.0%  -0.068  8.52e-05  33.6%/18.8%/24.2%/23.4%
    48,640    95    -0.00137  -0.0005  0.0011  1.184↓    0.0%  +0.104  8.23e-05  37.9%/17.0%/24.0%/21.1%
    49,152    96    -0.00134  +0.0009  0.0009  1.156↓    0.0%  +0.367  7.95e-05  36.9%/18.4%/20.1%/24.6%
    49,664    97    -0.00127  +0.0007  0.0007  1.166↓    0.1%  +0.246  7.67e-05  41.2%/15.4%/21.9%/21.5%
    50,176    98    -0.00119  -0.0008  0.0010  1.166↓    0.0%  +0.340  7.39e-05  36.9%/18.2%/20.7%/24.2%
    50,688    99    -0.00119  +0.0002  0.0009  1.173↓    0.0%  +0.103  7.12e-05  35.9%/16.2%/24.6%/23.2%
    51,200   100    -0.00132  -0.0005  0.0035  1.145↓    0.0%  +0.000  6.84e-05  39.6%/16.0%/22.7%/21.7%
    51,712   101    -0.00139  -0.0005  0.0008  1.142↓    0.0%  +0.187  6.58e-05  38.7%/14.6%/22.5%/24.2%
    52,224   102    -0.00134  +0.0011  0.0011  1.137↓    0.0%  +0.676  6.31e-05  35.7%/17.2%/22.7%/24.4%
    52,736   103    -0.00137  -0.0013  0.0011  1.161↓    0.0%  +0.339  6.06e-05  36.1%/19.5%/20.7%/23.6%
    53,248   104    -0.00137  +0.0010  0.0011  1.125↓    0.0%  +0.480  5.80e-05  43.0%/14.3%/20.3%/22.5%
    53,760   105    -0.00137  +0.0005  0.0012  1.125↓    0.0%  +0.055  5.55e-05  38.5%/15.8%/22.3%/23.4%
    54,272   106    -0.00140  -0.0018  0.0009  1.138↓    0.0%  +0.494  5.30e-05  44.7%/14.8%/19.5%/20.9%
    54,784   107    -0.00144  +0.0001  0.0008  1.132↓    0.0%  +0.175  5.06e-05  39.5%/13.7%/21.7%/25.2%
    55,296   108    -0.00145  +0.0027  0.0007  1.138↓    0.0%  -0.150  4.83e-05  38.9%/13.3%/24.4%/23.4%
    55,808   109    -0.00147  -0.0014  0.0008  1.120↓    0.0%  -0.695  4.59e-05  43.2%/13.3%/21.3%/22.3%
    56,320   110    -0.00138  -0.0008  0.0009  1.145↓    0.0%  -0.436  4.37e-05  38.3%/15.8%/20.3%/25.6%
